book,filename,url,http_status,bytes
jonah,JNH03QQ.doc,https://www.ship-ubf.org/biblestudy/books/jonah/JNH03QQ.doc,200,30208
jonah,JNH03mm.pdf,https://www.ship-ubf.org/biblestudy/books/jonah/JNH03mm.pdf,404,867
jonah,JNH04QQ.doc,https://www.ship-ubf.org/biblestudy/books/jonah/JNH04QQ.doc,200,27136
jonah,JNH04mm.pdf,https://www.ship-ubf.org/biblestudy/books/jonah/JNH04mm.pdf,404,867
micah,MIC01QQ.doc,https://www.ship-ubf.org/biblestudy/books/micah/MIC01QQ.doc,200,27648
micah,MIC02QQ.doc,https://www.ship-ubf.org/biblestudy/books/micah/MIC02QQ.doc,200,32256
micah,MIC04QQ.doc,https://www.ship-ubf.org/biblestudy/books/micah/MIC04QQ.doc,200,29184
micah,MIC06QQ.doc,https://www.ship-ubf.org/biblestudy/books/micah/MIC06QQ.doc,200,32768
micah,Micah_introduction.pdf,https://www.ship-ubf.org/biblestudy/books/micah/Micah_introduction.pdf,200,256158
matthew,MT01AQ.DOC,https://www.ship-ubf.org/biblestudy/books/matthew/MT01AQ.DOC,200,20480
matthew,MT01BQ.DOC,https://www.ship-ubf.org/biblestudy/books/matthew/MT01BQ.DOC,200,20480
matthew,MT02AQ.DOC,https://www.ship-ubf.org/biblestudy/books/matthew/MT02AQ.DOC,200,19456
matthew,MT03AQ.DOC,https://www.ship-ubf.org/biblestudy/books/matthew/MT03AQ.DOC,200,25088
matthew,MT04AQ.DOC,https://www.ship-ubf.org/biblestudy/books/matthew/MT04AQ.DOC,200,26112
matthew,MT04BQ.DOC,https://www.ship-ubf.org/biblestudy/books/matthew/MT04BQ.DOC,200,25088
